title,date,duration_s,enclosure_url,enclosure_bytes,guid
"#126 – James Gosling: Java, JVM, Emacs, and the Early Days of Computing",2020-09-24,6688,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_james_gosling.mp3,82017679,https://lexfridman.com/?p=4395
"#127 – Joe Rogan: Conversations, Ideas, Love, Freedom & The Joe Rogan Experience",2020-09-26,4778,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_joe_rogan.mp3,58404494,https://lexfridman.com/?p=4398
"#128 – Michael Malice: Anarchy, Democracy, Libertarianism, Love, and Trolling",2020-10-02,12274,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_michael_malice.mp3,150339633,https://lexfridman.com/?p=4403
#129 – Lisa Feldman Barrett: Counterintuitive Ideas About How the Brain Works,2020-10-04,8657,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_lisa_feldman_barrett.mp3,105474892,https://lexfridman.com/?p=4408
#130 – Scott Aaronson: Computational Complexity and Consciousness,2020-10-12,7017,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_scott_aaronson_2.mp3,85483760,https://lexfridman.com/?p=4412
#131 – Chris Lattner: The Future of Computing and Programming Languages,2020-10-19,10058,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_chris_lattner_2.mp3,122595021,https://lexfridman.com/?p=4415
#132 – George Hotz: Hacking the Simulation & Learning to Drive with Neural Nets,2020-10-22,11607,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_george_hotz_2.mp3,142668629,https://lexfridman.com/?p=4420
#133 – Manolis Kellis: Biology of Disease,2020-10-25,9624,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_manolis_kellis_3.mp3,116910250,https://lexfridman.com/?p=4423
"#134 – Eric Weinstein: On the Nature of Good and Evil, Genius and Madness",2020-10-30,10651,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_eric_weinstein_3.mp3,130617456,https://lexfridman.com/?p=4428
"#135 – Charles Isbell: Computing, Interactive AI, and Race in America",2020-11-02,8922,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_charles_isbell.mp3,108617794,https://lexfridman.com/?p=4432
#136 – Dan Carlin: Hardcore History,2020-11-03,12413,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_dan_carlin.mp3,150824662,https://lexfridman.com/?p=4435
"#137 – Alex Filippenko: Supernovae, Dark Energy, Aliens & the Expanding Universe",2020-11-08,9626,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_alex_filippenko.mp3,116756064,https://lexfridman.com/?p=4439
#138 – Yaron Brook: Ayn Rand and the Philosophy of Objectivism,2020-11-13,10426,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_yaron_brook.mp3,126382453,https://lexfridman.com/?p=4442
#139 – Andrew Huberman: Neuroscience of Optimal Performance,2020-11-16,9380,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_andrew_huberman.mp3,113555277,https://lexfridman.com/?p=4446
"#140 – Lisa Feldman Barrett: Love, Evolution, and the Human Brain",2020-11-20,8464,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_lisa_feldman_barrett_2.mp3,102992911,https://lexfridman.com/?p=4449
"#141 – Erik Brynjolfsson: Economics of AI, Social Networks, and Technology",2020-11-25,6328,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_erik_brynjolfsson.mp3,76950878,https://lexfridman.com/?p=4453
"#142 – Manolis Kellis: Meaning of Life, the Universe, and Everything",2020-11-30,,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_manolis_kellis_4.mp3,99048539,https://lexfridman.com/?p=4456
#143 – John Clarke: The Art of Fighting and the Pursuit of Excellence,2020-12-06,10842,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_john_clarke.mp3,132231518,https://lexfridman.com/?p=4461
#144 – Michael Littman: Reinforcement Learning and the Future of AI,2020-12-13,7315,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_michael_littman.mp3,89268190,https://lexfridman.com/?p=4464
#145 – Matthew Johnson: Psychedelics,2020-12-14,13177,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_matthew_johnson.mp3,160239927,https://lexfridman.com/?p=4468
"#146 – Michael Mina: Rapid Testing, Viruses, and the Engineering Mindset",2020-12-19,8357,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_michael_mina.mp3,102056330,https://lexfridman.com/?p=4471
#147 – Dmitri Dolgov: Waymo and the Future of Self-Driving Cars,2020-12-20,8930,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_dmitri_dolgov.mp3,108959670,https://lexfridman.com/?p=4474
#148 – Charles Isbell and Michael Littman: Machine Learning and Education,2020-12-26,7402,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_charles_isbell_and_michael_littman.mp3,90488953,https://lexfridman.com/?p=4478
"#149 – Diana Walsh Pasulka: Aliens, Technology, Religion, and the Nature of Belief",2020-12-28,10909,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_diana_walsh_pasulka.mp3,132802918,https://lexfridman.com/?p=4481
"#150 – Michael Malice: The White Pill, Freedom, Hope, and Happiness Amidst Chaos",2020-12-31,11365,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_michael_malice_2.mp3,139566415,https://lexfridman.com/?p=4484
#151 – Dan Kokotov: Speech Recognition with AI and Humans,2021-01-04,5691,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_dan_kokotov.mp3,69785290,https://lexfridman.com/?p=4490
"#152 – Dan Gable: Olympic Wrestling, Mental Toughness & the Making of Champions",2021-01-09,4600,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_dan_gable.mp3,56762219,https://lexfridman.com/?p=4493
"#153 – Dmitry Korkin: Evolution of Proteins, Viruses, Life, and AI",2021-01-11,8290,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_dmitry_korkin_2.mp3,101211001,https://lexfridman.com/?p=4496
"#154 – Avi Loeb: Aliens, Black Holes, and the Mystery of the Oumuamua",2021-01-14,10284,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_avi_loeb.mp3,125153586,https://lexfridman.com/?p=4500
#155 – Max Tegmark: AI and Physics,2021-01-18,11300,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_max_tegmark_2.mp3,137962431,https://lexfridman.com/?p=4503
Lex Fridman: Ask Me Anything – AMA January 2021,2021-01-27,4763,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_ama1.mp3,57629848,https://lexfridman.com/?p=4508
"#156 – Tim Dillon: Comedy, Power, Conspiracy Theories, and Freedom",2021-01-29,8940,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_tim_dillon.mp3,109043127,https://lexfridman.com/?p=4511
#157 – Natalya Bailey: Rocket Engines and Electric Spacecraft Propulsion,2021-02-01,5996,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_natalya_bailey.mp3,73380696,https://lexfridman.com/?p=4514
#158 – Zev Weinstein: The Next Generation of Big Ideas and Brave Minds,2021-02-05,6586,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_zev_weinstein.mp3,80145369,https://lexfridman.com/?p=4520
"#159 – Richard Craib: WallStreetBets, Numerai, and the Future of Stock Trading",2021-02-07,6940,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_richard_craib.mp3,84646234,https://lexfridman.com/?p=4523
"#160 – Brendan Eich: JavaScript, Firefox, Mozilla, and Brave",2021-02-12,11070,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_brendan_eich.mp3,134405596,https://lexfridman.com/?p=4526
"#161 – Jason Calacanis: Startups, Angel Investing, Capitalism, and Friendship",2021-02-15,8190,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_jason_calacanis.mp3,99569203,https://lexfridman.com/?p=4530
"#162 – Jim Keller: The Future of Computing, AI, Life, and Consciousness",2021-02-18,9895,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_jim_keller_2.mp3,121801955,https://lexfridman.com/?p=4544
"#163 – Eric Weinstein: Difficult Conversations, Freedom of Speech, and Physics",2021-02-23,9889,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_eric_weinstein_4.mp3,121551006,https://lexfridman.com/?p=4552
"#164 – Andrew Huberman: Sleep, Dreams, Creativity & the Limits of the Human Mind",2021-02-28,10733,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_andrew_huberman_2.mp3,130443705,https://lexfridman.com/?p=4555
"#165 – Josh Barnett: Philosophy of Violence, Power, and the Martial Arts",2021-03-01,8309,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_josh_barnett.mp3,101501896,https://lexfridman.com/?p=4558
"#166 – Cal Newport: Deep Work, Focus, Productivity, Email, and Social Media",2021-03-05,11365,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_cal_newport.mp3,138299305,https://lexfridman.com/?p=4562
"#167 – Saagar Enjeti: Politics, History, and Power",2021-03-14,11812,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_saagar_enjeti.mp3,143267569,https://lexfridman.com/?p=4565
"#168 – Silvio Micali: Cryptocurrency, Blockchain, Algorand, Bitcoin, and Ethereum",2021-03-15,7248,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_silvio_micali.mp3,88101630,https://lexfridman.com/?p=4568
#169 – Ryan Hall: Solving Martial Arts from First Principles,2021-03-20,10850,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_ryan_hall_2.mp3,132103240,https://lexfridman.com/?p=4572
#170 – Ronald Sullivan: The Ideal of Justice in the Face of Controversy and Evil,2021-03-22,6683,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_ronald_sullivan.mp3,81083346,https://lexfridman.com/?p=4575
#171 – Anthony Pompliano: Bitcoin,2021-03-25,11329,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_anthony_pompliano.mp3,137515379,https://lexfridman.com/?p=4578
#172 – Ryan Schiller: Librex and the Free Exchange of Ideas on College Campuses,2021-03-30,9130,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_ryan_schiller.mp3,111828876,https://lexfridman.com/?p=4582
"#173 – Nic Carter: Bitcoin Core Values, Layered Scaling, and Blocksize Debates",2021-04-01,9153,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_nic_carter.mp3,111577620,https://lexfridman.com/?p=4585
#174 – Tyler Cowen: Economic Growth and the Fight Against Conformity and Mediocrity,2021-04-10,8130,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_tyler_cowen.mp3,99289302,https://lexfridman.com/?p=4589
#175 – Yannis Pappas: History and Comedy,2021-04-12,7022,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_yannis_pappas.mp3,85788453,https://lexfridman.com/?p=4592
#176 – Robert Breedlove: Philosophy of Bitcoin from First Principles,2021-04-17,14986,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_robert_breedlove.mp3,181804355,https://lexfridman.com/?p=4595
#177 – Risto Miikkulainen: Neuroevolution and Evolutionary Computation,2021-04-19,7320,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_risto_miikkulainen.mp3,88756453,https://lexfridman.com/?p=4599
"#178 – Michael Malice and Yaron Brook: Ayn Rand, Human Nature, and Anarchy",2021-04-24,,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_michael_malice_and_yaron_brook.mp3,198840504,https://lexfridman.com/?p=4602
#179 – Georges St-Pierre: The Science of Fighting,2021-04-26,,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_georges_st_pierre.mp3,123593044,https://lexfridman.com/?p=4605
#180 – Jeremi Suri: History of American Power,2021-04-30,8096,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_jeremi_suri.mp3,98484100,https://lexfridman.com/?p=4609
"#181 – Sergey Nazarov: Chainlink, Smart Contracts, and Oracle Networks",2021-05-01,,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_sergey_nazarov.mp3,135349716,https://lexfridman.com/?p=4612
"#182 – John Danaher: The Path to Mastery in Jiu Jitsu, Grappling, Judo, and MMA",2021-05-09,13403,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_john_danaher.mp3,162598854,https://lexfridman.com/?p=4618
"#183 – Po-Shen Loh: Mathematics, Math Olympiad, Combinatorics & Contact Tracing",2021-05-14,8840,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_po_shen_loh.mp3,107490363,https://lexfridman.com/?p=4621
"#184 – Katherine de Kleer: Planets, Moons, and Asteroids in Our Solar System",2021-05-17,7353,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_katherine_de_kleer.mp3,89250884,https://lexfridman.com/?p=4627
"#185 – Sam Harris: Consciousness, Free Will, Psychedelics, AI, UFOs, and Meaning",2021-05-20,12222,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_sam_harris.mp3,147651481,https://lexfridman.com/?p=4630
#186 – Bryan Johnson: Kernel Brain-Computer Interfaces,2021-05-24,9431,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_bryan_johnson.mp3,114547863,https://lexfridman.com/?p=4633
"#187 – Frank Wilczek: Physics of Quarks, Dark Matter, Complexity, Life & Aliens",2021-05-29,9009,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_frank_wilczek.mp3,109490287,https://lexfridman.com/?p=4639
#188 – Vitalik Buterin: Ethereum 2.0,2021-06-03,11334,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_vitalik_buterin_2.mp3,137534224,https://lexfridman.com/?p=4642
#189 – David Sinclair: Extending the Human Lifespan Beyond 100 Years,2021-06-07,6575,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_david_sinclair.mp3,79960326,https://lexfridman.com/?p=4646
#190 – Jordan Ellenberg: Mathematics of High-Dimensional Shapes and Geometries,2021-06-13,10046,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_jordan_ellenberg.mp3,122238873,https://lexfridman.com/?p=4649
#191 – Daniel Schmachtenberger: Steering Civilization Away from Self-Destruction,2021-06-14,15701,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_daniel_schmachtenberger.mp3,189917474,https://lexfridman.com/?p=4652
#192 – Charles Hoskinson: Cardano,2021-06-16,18277,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_charles_hoskinson.mp3,221463987,https://lexfridman.com/?p=4656
#193 – Rob Reid: The Existential Threat of Engineered Viruses and Lab Leaks,2021-06-21,11111,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_rob_reid.mp3,134622369,https://lexfridman.com/?p=4659
"#194 – Bret Weinstein: Truth, Science, and Censorship in the Time of a Pandemic",2021-06-25,12172,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_bret_weinstein.mp3,147549923,https://lexfridman.com/?p=4663
#195 – Clara Sousa-Silva: Searching for Signs of Life on Venus and Other Planets,2021-06-28,7469,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_clara_sousa_silva.mp3,90962554,https://lexfridman.com/?p=4666
#196 – Yeonmi Park: North Korea,2021-07-01,7578,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_yeonmi_park.mp3,92479612,https://lexfridman.com/?p=4669
"#197 – Jocko Willink: War, Leadership, and Discipline",2021-07-05,7409,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_jocko_willink.mp3,90176035,https://lexfridman.com/?p=4673
#198 – Sara Walker: The Origin of Life on Earth and Alien Worlds,2021-07-09,7518,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_sara_walker.mp3,91826692,https://lexfridman.com/?p=4676
#199 – Roger Reaves: Smuggling Drugs for Pablo Escobar and the Medellin Cartel,2021-07-11,8154,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_roger_reaves.mp3,99644132,https://lexfridman.com/?p=4679
#200 – Michael Malice: Totalitarianism and Anarchy,2021-07-15,9884,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_michael_malice_3.mp3,120592993,https://lexfridman.com/?p=4682
#201 – Konstantin Batygin: Planet 9 and the Edge of Our Solar System,2021-07-19,9948,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_konstanin_botygin.mp3,122230286,https://lexfridman.com/?p=4687
#202 – Rick Doblin: Psychedelics,2021-07-21,9737,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_rick_doblin.mp3,118938985,https://lexfridman.com/?p=4690
#203 – Anya Fernald: Regenerative Farming and the Art of Cooking Meat,2021-07-23,6644,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_anya_fernald.mp3,81071848,https://lexfridman.com/?p=4693
#204 – Cumrun Vafa: String Theory,2021-07-26,8316,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_cumrun_vafa.mp3,101509340,https://lexfridman.com/?p=4697
#205 – Zach Bitter: Ultramarathon Running,2021-07-29,11211,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_zach_bitter.mp3,136991575,https://lexfridman.com/?p=4700
#206 – Ishan Misra: Self-Supervised Deep Learning in Computer Vision,2021-07-31,,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_ishan_misra.mp3,114942722,https://lexfridman.com/?p=4703
#207 – Chris Duffin: The Mad Scientist of Strength,2021-08-03,10114,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_chris_duffin.mp3,124590449,https://lexfridman.com/?p=4708
#208 – Jeff Hawkins: The Thousand Brains Theory of Intelligence,2021-08-08,8758,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_jeff_hawkins_2.mp3,106471868,https://lexfridman.com/?p=4711
#209 – Luís and João Batalha: Fermat’s Library and the Art of Studying Papers,2021-08-09,10963,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_luis_and_joao_batalha.mp3,134499239,https://lexfridman.com/?p=4714
#210 – Matt Walker: Sleep,2021-08-11,,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_matt_walker.mp3,128514605,https://lexfridman.com/?p=4719
#211 – Brian Muraresku: The Secret History of Psychedelics,2021-08-15,,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_brian_muraresku.mp3,89110907,https://lexfridman.com/?p=4723
"#212 – Joscha Bach: Nature of Reality, Dreams, and Consciousness",2021-08-21,11936,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_joscha_bach_2.mp3,145314952,https://lexfridman.com/?p=4728
#213 – Barry Barish: Gravitational Waves and the Most Precise Device Ever Built,2021-08-23,9012,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_barry_barish.mp3,108148699,https://lexfridman.com/?p=4731
#214 – Jed Buchwald: Isaac Newton and the Philosophy of Science,2021-08-27,7100,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_jed_buchwald.mp3,86237949,https://lexfridman.com/?p=4735
"#215 – Wojciech Zaremba: OpenAI Codex, GPT-3, Robotics, and the Future of AI",2021-08-29,10687,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_wojciech_zaremba.mp3,132184780,https://lexfridman.com/?p=4738
#216 – Vincent Racaniello: Viruses and Vaccines,2021-09-01,12945,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_vincent_racaniello.mp3,158068973,https://lexfridman.com/?p=4742
#217 – Rodney Brooks: Robotics,2021-09-03,9051,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_rodney_brooks.mp3,111282467,https://lexfridman.com/?p=4745
"#218 – Jaron Lanier: Virtual Reality, Social Media & the Future of Humans and AI",2021-09-06,7134,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_jaron_lanier.mp3,87263154,https://lexfridman.com/?p=4748
"#219 – Donald Knuth: Programming, Algorithms, Hard Problems & the Game of Life",2021-09-09,8859,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_donald_knuth_2.mp3,110314596,https://lexfridman.com/?p=4751
#220 – Niels Jorgensen: New York Firefighters and the Heroes of 9/11,2021-09-11,10184,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_niels_jorgensen.mp3,123905894,https://lexfridman.com/?p=4755
#221 – Douglas Lenat: Cyc and the Quest to Solve Common Sense Reasoning in AI,2021-09-15,,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_douglas_lenat.mp3,3,https://lexfridman.com/?p=4758
#222 – Jay McClelland: Neural Networks and the Emergence of Cognition,2021-09-20,,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_jay_mcclelland.mp3,3,https://lexfridman.com/?p=4762
"#223 – Travis Stevens: Judo, Olympics, and Mental Toughness",2021-09-21,,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_travis_stevens.mp3,3,https://lexfridman.com/?p=4765
"#224 – Travis Oliphant: NumPy, SciPy, Anaconda, Python & Scientific Programming",2021-09-23,,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_audio_travis_oliphant.mp3,3,https://lexfridman.com/?p=4768
#225 – Jeffrey Shainline: Neuromorphic Computing and Optoelectronic Intelligence,2021-09-26,,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_jeffrey_shainline.mp3,133428444,https://lexfridman.com/?p=4771
#226 – Jo Boaler: How to Learn Math,2021-09-27,,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_jo_boaler.mp3,3,https://lexfridman.com/?p=4777
"#227 – Sean Kelly: Existentialism, Nihilism, and the Search for Meaning",2021-09-30,,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_sean_kelly.mp3,3,https://lexfridman.com/?p=4781
"#228 – RZA: Wu-Tang Clan, Kung Fu, Chess, God, Life, and Death",2021-10-05,,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_rza.mp3,3,https://lexfridman.com/?p=4784
"#229 – Richard Wrangham: Role of Violence, Sex, and Fire in Human Evolution",2021-10-10,,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_richard_wrangham.mp3,3,https://lexfridman.com/?p=4799
"#230 – Kelsi Sheren: War, Artillery, PTSD, and Love",2021-10-14,,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_kelsi_sheren.mp3,187002150,https://lexfridman.com/?p=4802
"#231 – Alex Gladstein: Bitcoin, Authoritarianism, and Human Rights",2021-10-16,9635,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_alex_gladstein.mp3,117762316,https://lexfridman.com/?p=4805
"#232 – Brian Greene: Quantum Gravity, Big Bang, Aliens, Life, Death, and Meaning",2021-10-20,6731,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_brian_greene.mp3,81804649,https://lexfridman.com/?p=4809
"#233 – Carl Hart: Heroin, Cocaine, MDMA, Alcohol & the Role of Drugs in Society",2021-10-23,4607,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_carl_hart.mp3,56152127,https://lexfridman.com/?p=4812
#234 – Stephen Wolfram: Complexity and the Fabric of Reality,2021-10-27,13526,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_stephen_wolfram_3.mp3,163914229,https://lexfridman.com/?p=4815
#235 – Michael Mina: Rapid COVID Testing,2021-10-29,6830,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_michael_mina_2.mp3,83630988,https://lexfridman.com/?p=4819
#236 – Jimmy Pedro: Judo and the Forging of Champions,2021-10-31,9032,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_jimmy_pedro.mp3,108384768,https://lexfridman.com/?p=4822
#237 – Steve Viscelli: Trucking and the Decline of the American Dream,2021-11-03,11941,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_steve_viscelli.mp3,145985403,https://lexfridman.com/?p=4826
#238 – Francis Collins: National Institutes of Health (NIH),2021-11-05,5602,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_francis_collins.mp3,68197075,https://lexfridman.com/?p=4829
"#239 – Niall Ferguson: History of Money, Power, War, and Truth",2021-11-08,10129,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_niall_ferguson.mp3,122779118,https://lexfridman.com/?p=4833
"#240 – Neal Stephenson: Sci-Fi, Space, Aliens, AI, VR & the Future of Humanity",2021-11-11,10074,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_neal_stephenson.mp3,123156470,https://lexfridman.com/?p=4836
"#241 – Boris Sofman: Waymo, Cozmo, Self-Driving Cars, and the Future of Robotics",2021-11-16,12048,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_boris_sofman.mp3,148107312,https://lexfridman.com/?p=4840
#242 – Ben Askren: Wrestling and MMA,2021-11-20,8491,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_ben_askren.mp3,101886048,https://lexfridman.com/?p=4843
#243 – Kevin Systrom: Instagram,2021-11-23,10358,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_kevin_systrom.mp3,126563206,https://lexfridman.com/?p=4847
"#244 – Robert Crews: Afghanistan, Taliban, Bin Laden, and War in the Middle East",2021-11-28,10160,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_robert_crews.mp3,121922208,https://lexfridman.com/?p=4851
#245 – Tom Brands: Iowa Wrestling,2021-11-30,3796,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_tom_brands.mp3,46378437,https://lexfridman.com/?p=4854
#246 – Peter Woit: Theories of Everything and Why String Theory is Not Even Wrong,2021-12-03,8585,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_peter_woit.mp3,103019040,https://lexfridman.com/?p=4857
