title,date,duration_s,enclosure_url,enclosure_bytes,guid
#247 – Jamie Metzl: Lab Leak Theory,2021-12-08,18097,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_jamie_metzl.mp3,217165824,https://lexfridman.com/?p=4861
"#248 – Norman Naimark: Genocide, Stalin, Hitler, Mao, and Absolute Power",2021-12-13,8724,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_norman_naimark.mp3,105911975,https://lexfridman.com/?p=4864
#249 – Albert Bourla: Pfizer CEO,2021-12-18,4472,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/albert_bourla_audio.mp3,54627743,https://lexfridman.com/?p=4868
"#250 – Peter Wang: Python and the Source Code of Humans, Computers, and Reality",2021-12-23,10387,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_peter_wang.mp3,124640352,https://lexfridman.com/?p=4872
"#251 – Ray Dalio: Money, Power, and the Collapse of Empires",2021-12-25,6020,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_ray_dalio_2.mp3,73421892,https://lexfridman.com/?p=4876
"#252 – Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI",2021-12-28,9570,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_elon_musk_3.mp3,117023635,https://lexfridman.com/?p=4880
#253 – Michael Malice: New Year’s Special,2021-12-31,12757,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_michael_malice_5.mp3,153086400,https://lexfridman.com/?p=4883
#254 – Jay Bhattacharya: The Case Against Lockdowns,2022-01-04,8913,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_jay_bhattacharya.mp3,106961472,https://lexfridman.com/?p=4887
#255 – Mark Normand: Comedy!,2022-01-08,7104,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_mark_normand.mp3,85251168,https://lexfridman.com/?p=4890
#256 – Nationalism Debate: Yaron Brook and Yoram Hazony,2022-01-15,11087,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_nationalism_debate.mp3,133046208,https://lexfridman.com/?p=4893
"#257 – Brian Keating: Cosmology, Astrophysics, Aliens & Losing the Nobel Prize",2022-01-18,14769,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_brian_keating.mp3,180433628,https://lexfridman.com/?p=4897
#258 – Yann LeCun: Dark Matter of Intelligence and Self-Supervised Learning,2022-01-22,10300,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_yann_lecun_2.mp3,123602400,https://lexfridman.com/?p=4900
#259 – Thomas Tull: From Batman Dark Knight Trilogy to AI and the Rolling Stones,2022-01-26,8592,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_thomas_tull.mp3,103103424,https://lexfridman.com/?p=4904
"#260 – Georges St-Pierre, John Danaher & Gordon Ryan: The Greatest of All Time",2022-01-30,,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_gsp_danaher_gordon.mp3,137308628,https://lexfridman.com/?p=4907
"#261 – Philip Goff: Consciousness, Panpsychism, and the Philosophy of Mind",2022-02-03,10385,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_philip_goff.mp3,124614432,https://lexfridman.com/?p=4913
#262 – Garry Nolan: UFOs and Aliens,2022-02-06,6604,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_garry_nolan.mp3,80760216,https://lexfridman.com/?p=4916
#263 – John Abramson: Big Pharma,2022-02-11,8653,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_john_abramson.mp3,103837248,https://lexfridman.com/?p=4919
"#264 – Tim Urban: Elon Musk, Neuralink, AI, Aliens, and the Future of Humanity",2022-02-13,9817,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_tim_urban.mp3,119878509,https://lexfridman.com/?p=4923
#265 – Devon Larratt: Arm Wrestling,2022-02-16,,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_devon_larratt.mp3,103605621,https://lexfridman.com/?p=4926
#266 – Nicole Perlroth: Cybersecurity and the Weapons of Cyberwar,2022-02-20,7662,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_nicole_perlroth.mp3,92983484,https://lexfridman.com/?p=4929
"#267 – Mark Zuckerberg: Meta, Facebook, Instagram, and the Metaverse",2022-02-26,7551,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_mark_zuckerberg_feb26.mp3,90609408,https://lexfridman.com/?p=4934
#268 – Robert Proctor: Nazi Science and Ideology,2022-03-05,10520,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_robert_proctor.mp3,126245376,https://lexfridman.com/?p=4940
"#269 – Lee Cronin: Origin of Life, Aliens, Complexity, and Consciousness",2022-03-11,15147,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_lee_cronin.mp3,181765440,https://lexfridman.com/?p=4945
#270 – David Wolpe: Judaism,2022-03-16,8274,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_david_wolpe.mp3,99284832,https://lexfridman.com/?p=4948
#271 – Ariel Ekblaw: Space Colonization and Self-Assembling Space Megastructures,2022-03-23,6773,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_ariel_ekblaw.mp3,81271008,https://lexfridman.com/?p=4952
#272 – Brett Johnson: US Most Wanted Cybercriminal,2022-03-27,13985,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_brett_johnson.mp3,169252197,https://lexfridman.com/?p=4955
#273 – Chris Blattman: War and Violence,2022-04-03,10460,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_chris_blattman.mp3,125519040,https://lexfridman.com/?p=4958
"#274 – Karl Deisseroth: Depression, Schizophrenia, and Psychiatry",2022-04-07,12468,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_karl_deisseroth.mp3,149610240,https://lexfridman.com/?p=4962
#275 – Rick Rubin: Legendary Music Producer,2022-04-10,12468,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_rick_rubin.mp3,98984528,https://lexfridman.com/?p=4965
"#276 – Michael Saylor: Bitcoin, Inflation, and the Future of Money",2022-04-14,14549,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_michael_saylor.mp3,174585600,https://lexfridman.com/?p=4968
"#277 – Andrew Huberman: Focus, Stress, Relationships, and Friendship",2022-04-17,12699,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_andrew_huberman_3.mp3,152384832,https://lexfridman.com/?p=4972
"#278 – Skye Fitzgerald: Hunger, War, and Human Suffering",2022-04-20,9290,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_skye_fitzgerald.mp3,113399216,https://lexfridman.com/?p=4976
#279 – Alien Debate: Sara Walker and Lee Cronin,2022-04-24,15069,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_lee_cronin_sara_walker.mp3,180827136,https://lexfridman.com/?p=4980
#280 – Cristiano Amon: Qualcomm CEO,2022-04-27,4475,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_cristiano_amon.mp3,54547085,https://lexfridman.com/?p=4983
"#281 – Grimes: Music, AI, and the Future of Humanity",2022-04-29,7887,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_grimes.mp3,94646592,https://lexfridman.com/?p=4986
"#282 – David Buss: Sex, Dating, Relationships, and Sex Differences",2022-05-04,13114,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_david_buss.mp3,157369536,https://lexfridman.com/?p=4990
"#283 – Chris Mason: Space Travel, Colonization, and Long-Term Survival in Space",2022-05-08,10912,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_christopher_mason.mp3,130943232,https://lexfridman.com/?p=4995
"#284 – Saifedean Ammous: Bitcoin, Anarchy, and Austrian Economics",2022-05-11,15668,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_saifedean_ammous.mp3,188019648,https://lexfridman.com/?p=4998
"#285 – Glenn Loury: Race, Racism, Identity Politics, and Cancel Culture",2022-05-14,13117,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_glenn_loury.mp3,157403808,https://lexfridman.com/?p=5002
#286 – Oliver Stone: Vladimir Putin and War in Ukraine,2022-05-17,7168,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_oliver_stone.mp3,86903879,https://lexfridman.com/?p=5005
"#287 – Bobby Lee: Comedy, Skyrim, Sex Robots, Love, Fame, and Power",2022-05-20,6338,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_bobby_lee.mp3,78562041,https://lexfridman.com/?p=5009
#288 – Sarma Melngailis: Bad Vegan,2022-05-23,15681,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_sarma_melngailis.mp3,188166816,https://lexfridman.com/?p=5012
"#289 – Stephen Kotkin: Putin, Zelenskyy, and War in Ukraine",2022-05-25,10156,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_stephen_kotkin_2.mp3,122839924,https://lexfridman.com/?p=5016
#290 – Dan Reynolds: Imagine Dragons,2022-05-30,8328,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_dan_reynolds.mp3,99930240,https://lexfridman.com/?p=5020
#291 – Jonathan Haidt: The Case Against Social Media,2022-06-04,6525,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_jonathan_haidt.mp3,79406572,https://lexfridman.com/?p=5026
"#292 – Robin Hanson: Alien Civilizations, UFOs, and the Future of Humanity",2022-06-09,15515,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_robin_hanson.mp3,189587385,https://lexfridman.com/?p=5032
#293 – Donald Hoffman: Reality is an Illusion – How Evolution Hid the Truth,2022-06-12,12197,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_donald_hoffman.mp3,147543606,https://lexfridman.com/?p=5037
"#294 – Tony Fadell: iPhone, iPod, and Nest",2022-06-15,10352,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_tony_fadell.mp3,126297365,https://lexfridman.com/?p=5040
#295 – Richard Wolff: Marxism and Communism,2022-06-17,10759,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_richard_wolff.mp3,130589703,https://lexfridman.com/?p=5043
"#296 – Douglas Murray: Racism, Marxism, and the War on the West",2022-06-21,9880,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_douglas_murray.mp3,118557504,https://lexfridman.com/?p=5048
#297 – Jonathan Reisman: The Human Body – From Sex & Sperm to Hands & Heart,2022-06-25,10193,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_jonathan_reisman.mp3,123672117,https://lexfridman.com/?p=5051
#298 – Susan Cain: The Power of Introverts and Loneliness,2022-06-28,7542,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_susan_cain.mp3,90507168,https://lexfridman.com/?p=5054
#299 – Demis Hassabis: DeepMind,2022-07-01,8222,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_demis_hassabis.mp3,99945782,https://lexfridman.com/?p=5058
"#300 – Joe Rogan: Comedy, Controversy, Aliens, UFOs, Putin, CIA, and Freedom",2022-07-04,6570,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_joe_rogan_2.mp3,80295999,https://lexfridman.com/?p=5063
#301 – Jack Barsky: KGB Spy,2022-07-09,13396,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_jack_barsky.mp3,160752384,https://lexfridman.com/?p=5069
"#302 – Richard Haier: IQ Tests, Human Intelligence, and Group Differences",2022-07-14,10263,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_richard_haier.mp3,124527105,https://lexfridman.com/?p=5073
"#303 – Steve Keen: Marxism, Capitalism, and Economics",2022-07-17,13005,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_steve_keen.mp3,156062304,https://lexfridman.com/?p=5078
#304 – Bishop Robert Barron: Christianity and the Catholic Church,2022-07-20,7244,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_robert_barron.mp3,87883525,https://lexfridman.com/?p=5083
"#305 – Martin Rees: Black Holes, Alien Life, Dark Matter, and the Big Bang",2022-07-23,8350,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_martin_rees.mp3,100203840,https://lexfridman.com/?p=5086
#306 – Oriol Vinyals: Deep Learning and Artificial General Intelligence,2022-07-26,8100,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_oriol_vinyals_2.mp3,97903711,https://lexfridman.com/?p=5092
"#307 – Brian Armstrong: Coinbase, Cryptocurrency, and Government Regulation",2022-07-29,9362,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_brian_armstrong.mp3,113586600,https://lexfridman.com/?p=5097
"#308 – Ryan Graves: UFOs, Fighter Jets, and Aliens",2022-08-01,9438,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_ryan_graves.mp3,113252256,https://lexfridman.com/?p=5101
"#309 – John Carmack: Doom, Quake, VR, AGI, Programming, Video Games, and Rockets",2022-08-04,19371,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_john_carmack.mp3,232449984,https://lexfridman.com/?p=5107
#310 – Andrew Bustamante: CIA Spy,2022-08-08,14370,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_andrew_bustamante.mp3,172435104,https://lexfridman.com/?p=5110
"#311 – Magatte Wade: Africa, Capitalism, Communism, and the Future of Humanity",2022-08-13,13107,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_magatte_wade.mp3,157281984,https://lexfridman.com/?p=5118
"#312 – Duncan Trussell: Comedy, Sentient Robots, Suffering, Love & Burning Man",2022-08-16,12356,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_duncan_trussell.mp3,150303444,https://lexfridman.com/?p=5124
"#313 – Jordan Peterson: Life, Death, Power, Fame, and Meaning",2022-08-19,11400,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_jordan_peterson.mp3,136801152,https://lexfridman.com/?p=5131
"#314 – Liv Boeree: Poker, Game Theory, AI, Simulation, Aliens & Existential Risk",2022-08-24,13273,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_liv_boeree.mp3,159276672,https://lexfridman.com/?p=5136
#315 – Magnus Carlsen: Greatest Chess Player of All Time,2022-08-27,9583,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_magnus_carlsen.mp3,114990624,https://lexfridman.com/?p=5141
"#316 – Noam Chomsky: Putin, Ukraine, China, and Nuclear War",2022-08-31,3176,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_noam_chomsky_2.mp3,38113632,https://lexfridman.com/?p=5146
"#317 – John Vervaeke: Meaning Crisis, Atheism, Religion & the Search for Wisdom",2022-09-04,11821,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_john_vervaeke.mp3,141856992,https://lexfridman.com/?p=5149
"#318 – Nick Lane: Origin of Life, Evolution, Aliens, Biology, and Consciousness",2022-09-07,13664,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_nick_lane.mp3,166312176,https://lexfridman.com/?p=5155
"#319 – Botez Sisters: Chess, Streaming, and Fame",2022-09-09,9761,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_botez_sisters.mp3,117133920,https://lexfridman.com/?p=5164
"#320 – Christopher Capozzola: World War I, Ideology, Propaganda, and Politics",2022-09-14,,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_christopher_capozzola.mp3,103117776,https://lexfridman.com/?p=5168
"#321 – Ray Kurzweil: Singularity, Superintelligence, and Immortality",2022-09-17,6140,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_ray_kurzweil.mp3,73676448,https://lexfridman.com/?p=5174
"#322 – Rana el Kaliouby: Emotion AI, Social Robots, and Self-Driving Cars",2022-09-21,9747,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_rana_el_kaliouby.mp3,118588229,https://lexfridman.com/?p=5179
"#323 – Will Sasso: Comedy, MADtv, AI, Friendship, Madness, and Pro Wrestling",2022-09-24,8896,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_will_sasso.mp3,106748640,https://lexfridman.com/?p=5183
#324 – Daniel Negreanu: Poker,2022-09-27,,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_daniel_negreanu.mp3,109084321,https://lexfridman.com/?p=5189
"#325 – Michael Levin: Biology, Life, Aliens, Evolution, Embryogenesis & Xenobots",2022-10-01,11129,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_michael_levin.mp3,133551936,https://lexfridman.com/?p=5199
"#326 – Annaka Harris: Free Will, Consciousness, and the Nature of Reality",2022-10-05,9975,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_annaka_harris.mp3,122170764,https://lexfridman.com/?p=5207
"#327 – GothamChess: Hans Niemann, Magnus Carlsen, Cheating Scandal & Chess Bots",2022-10-07,13111,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_gothamchess.mp3,157333536,https://lexfridman.com/?p=5211
"#328 – John Danaher: Submission Grappling, ADCC, Animal Combat, and Knives",2022-10-10,17749,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_john_danaher_3.mp3,212987232,https://lexfridman.com/?p=5218
"#329 – Kate Darling: Social Robots, Ethics, Privacy and the Future of MIT",2022-10-15,11390,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_kate_darling.mp3,136683648,https://lexfridman.com/?p=5227
"#330 – Hikaru Nakamura: Chess, Magnus, Kasparov, and the Psychology of Greatness",2022-10-17,10447,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_hikaru_nakamura.mp3,129244393,https://lexfridman.com/?p=5231
"#331 – Balaji Srinivasan: How to Fix Government, Twitter, Science, and the FDA",2022-10-20,28381,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_balaji_srinivasan.mp3,340576704,https://lexfridman.com/?p=5236
#332 – Kanye ‘Ye’ West Interview,2022-10-24,9233,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_ye_aka_kanye_west.mp3,110797920,https://lexfridman.com/?p=5241
"#333 – Andrej Karpathy: Tesla AI, Self-Driving, Optimus, Aliens, and AGI",2022-10-29,12818,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_andrej_karpathy.mp3,153821376,https://lexfridman.com/?p=5252
"#334 – Abbas Amanat: Iran Protests, Mahsa Amini, History, CIA & Nuclear Weapons",2022-11-02,11485,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_abbas_amanat.mp3,140252478,https://lexfridman.com/?p=5256
#335 – Fiona Hill: Vladimir Putin and Donald Trump,2022-11-04,12277,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_fiona_hill.mp3,148855780,https://lexfridman.com/?p=5261
"#336 – Ben Shapiro: Politics, Kanye, Trump, Biden, Hitler, Extremism, and War",2022-11-07,9399,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_ben_shapiro.mp3,112787136,https://lexfridman.com/?p=5264
"#337 – Destiny: Politics, Free Speech, Controversy, Sex, War, and Relationships",2022-11-11,,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_destiny.mp3,194983849,https://lexfridman.com/?p=5269
"#338 – Chamath Palihapitiya: Money, Success, Startups, Energy, Poker & Happiness",2022-11-15,11061,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_chamath_palihapitiya.mp3,134610074,https://lexfridman.com/?p=5274
#339 – Climate Change Debate: Bjørn Lomborg and Andrew Revkin,2022-11-18,15382,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_climate_change_debate.mp3,184581792,https://lexfridman.com/?p=5277
#340 – Chris Tarbell: FBI Agent Who Took Down Silk Road,2022-11-22,10979,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_chris_tarbell.mp3,131753088,https://lexfridman.com/?p=5283
#341 – Guido van Rossum: Python and the Future of Programming,2022-11-26,12156,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_guido_van_rossum_2.mp3,145872288,https://lexfridman.com/?p=5287
"#342 – Todd Howard: Skyrim, Elder Scrolls 6, Fallout, and Starfield",2022-11-29,10199,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_todd_howard.mp3,122383008,https://lexfridman.com/?p=5293
#343 – Roger Gracie: Greatest Jiu Jitsu Competitor of All Time,2022-12-03,,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_roger_gracie.mp3,148555747,https://lexfridman.com/?p=5296
#344 – Noam Brown: AI vs Humans in Poker and Games of Strategic Negotiation,2022-12-06,9237,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_noam_brown.mp3,113078043,https://lexfridman.com/?p=5304
"#345 – Coffeezilla: SBF, FTX, Fraud, Scams, Fake Gurus, Money, Fame, and Power",2022-12-09,13891,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_coffeezilla.mp3,168855114,https://lexfridman.com/?p=5309
#346 – Ed Calderon: Mexican Drug Cartels,2022-12-12,15103,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_ed_calderon.mp3,181231776,https://lexfridman.com/?p=5312
#347 – Michael Malice: Christmas Special,2022-12-15,13651,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_michael_malice_6.mp3,163808352,https://lexfridman.com/?p=5317
#348 – Nathalie Cabrol: Search for Alien Life,2022-12-19,7932,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_nathalie_cabrol.mp3,95185440,https://lexfridman.com/?p=5324
#349 – Bhaskar Sunkara: The Case for Socialism,2022-12-22,13924,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_bhaskar_sunkara.mp3,168902536,https://lexfridman.com/?p=5330
"#350 – Betül Kaçar: Origin of Life, Ancient DNA, Panspermia, and Aliens",2022-12-29,10070,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_betul_kacar.mp3,120837600,https://lexfridman.com/?p=5334
"#351 – MrBeast: Future of YouTube, Twitter, TikTok, and Instagram",2023-01-11,8689,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_mrbeast.mp3,107209358,https://lexfridman.com/?p=5355
#352 – Omar Suleiman: Islam,2023-01-17,11237,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_omar_suleiman.mp3,136650118,https://lexfridman.com/?p=5359
#353 – Dennis Whyte: Nuclear Fusion and the Future of Energy,2023-01-21,11617,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_dennis_whyte.mp3,139400352,https://lexfridman.com/?p=5364
#354 – Jeremi Suri: American Civil War,2023-01-25,,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_jeremi_suri_2.mp3,136678397,https://lexfridman.com/?p=5368
#355 – David Kipping: Alien Civilizations and Habitable Worlds,2023-01-28,13847,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_david_kipping.mp3,167645925,https://lexfridman.com/?p=5374
"#356 – Tim Dodd: SpaceX, Starship, Rocket Engines, and Future of Space Travel",2023-02-02,19282,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_tim_dodd.mp3,235401095,https://lexfridman.com/?p=5381
"#357 – Paul Conti: Narcissism, Sociopathy, Envy, and the Nature of Good and Evil",2023-02-07,12147,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_paul_conti.mp3,145765152,https://lexfridman.com/?p=5386
"#358 – Aella: Sex Work, OnlyFans, Porn, Escorting, Dating, and Human Sexuality",2023-02-10,14534,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_aella.mp3,174407040,https://lexfridman.com/?p=5389
"#359 – Andrew Strominger: Black Holes, Quantum Gravity, and Theoretical Physics",2023-02-15,8703,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_andrew_strominger.mp3,106573951,https://lexfridman.com/?p=5393
"#360 – Tim Urban: Tribalism, Marxism, Liberalism, Social Justice, and Politics",2023-02-20,11458,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_tim_urban_2.mp3,137491488,https://lexfridman.com/?p=5396
#361 – Aaron Smith-Levin: Scientology,2023-02-25,8275,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_aaron_smith_levin.mp3,99295488,https://lexfridman.com/?p=5403
"#362 – Ginni Rometty: IBM CEO on Leadership, Power, and Adversity",2023-03-02,6986,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_ginni_rometty.mp3,85652871,https://lexfridman.com/?p=5417
"#363 – B-Team Jiu Jitsu: Craig Jones, Nicky Rod, and Nicky Ryan",2023-03-06,10451,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_b_team.mp3,125410176,https://lexfridman.com/?p=5421
#364 – Chris Voss: FBI Hostage Negotiator,2023-03-10,8156,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_chris_voss.mp3,97873920,https://lexfridman.com/?p=5426
"#365 – Sam Harris: Trump, Pandemic, Twitter, Elon, Bret, IDW, Kanye, AI & UFOs",2023-03-14,16420,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_sam_harris_2.mp3,197040384,https://lexfridman.com/?p=5432
"#366 – Shannon Curry: Johnny Depp & Amber Heard Trial, Marriage, Dating & Love",2023-03-21,6654,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_shannon_curry.mp3,81246508,https://lexfridman.com/?p=5436
"#367 – Sam Altman: OpenAI CEO on GPT-4, ChatGPT, and the Future of AI",2023-03-25,8888,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_sam_altman.mp3,106661376,https://lexfridman.com/?p=5440
#368 – Eliezer Yudkowsky: Dangers of AI and the End of Human Civilization,2023-03-30,12155,https://media.blubrry.com/takeituneasy/content.blubrry.com/takeituneasy/lex_ai_eliezer_yudkowsky.mp3,145858176,https://lexfridman.com/?p=5445
